2011-10-20 08:58:00,BATTERY,41.790240779,-87.622354657
2011-10-19 22:00:00,CRIMINAL DAMAGE,41.886370204,-87.620691199
2011-10-19 13:30:00,THEFT,41.794729551,-87.620442108
2011-10-20 11:10:00,NARCOTICS,41.809345175,-87.619051287
2011-10-19 15:10:00,THEFT,41.797700881,-87.617676981
2011-10-12 12:23:52,NARCOTICS,41.758372192,-87.61719416
2011-10-19 12:45:00,BATTERY,41.741502761,-87.61628238
2011-10-19 00:01:00,NARCOTICS,41.777783389,-87.615563072
2011-10-20 01:30:00,BATTERY,41.748835188,-87.614907186
2011-10-07 23:46:00,NARCOTICS,41.781239632,-87.614435596
2011-10-19 16:30:00,THEFT,41.800538968,-87.598200112
2011-10-20 09:45:00,BATTERY,41.80037117,-87.590459878
2011-10-20 10:15:00,DECEPTIVE PRACTICE,41.751189538,-87.585618087
2011-10-20 06:00:00,MOTOR VEHICLE THEFT,41.745722241,-87.575882883
2011-10-18 20:00:00,THEFT,41.702140957,-87.560802048
2011-08-11 11:00:00,DECEPTIVE PRACTICE,41.738615478,-87.558741896
2011-10-20 11:50:00,BATTERY,41.734584273,-87.55551858
2011-10-20 12:00:00,CRIMINAL DAMAGE,41.65471964,-87.549564253
2011-10-18 14:00:00,CRIMINAL DAMAGE,41.731026972,-87.546952093
2011-10-20 08:50:00,BATTERY,41.709579698,-87.538903651
